web_scraper_order,web_scraper_start_url,title,bid-id,due-date,stage
"1784987646-724","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","TYPE 17D-1-70 LUMINAIRE POLES W/ HANDHOLD COVERS, POLE CAPS AND 18’ FT. MAST SIGNAL ARMS  & TYPE 16-1-70 LUMINAIRE POLES W/ HANDHOLD COVERS, POLE CAPS AND 15’ FT. MAST SIGNAL ARMS","B24151941004","08/29/2023 02:00pm","Closed"
"1784987646-725","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Utilities IT Digital Strategy Plan","P24071011002","08/28/2023 02:00pm","Awarded"
"1784987646-726","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","#SacTownYouthNights: Youth Drop-In Events - Request for Applications (“RFA”)","#SacTownYouthNights 8.7.23","08/25/2023 04:00pm","Awarded"
"1784987646-727","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Agreements for Large Diameter Pipe Cleaning and Inspection Services","Q23141311020","08/24/2023 03:00pm","Closed"
"1784987646-728","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Florin Road Pavement Rehabilitation","B24151131004","08/23/2023 02:00pm","Awarded"
"1784987646-729","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Outside Legal Counsel and Investigative Services (Litigation and Other Special Services) for Sacramento Public Library Authority","SPLBID1166","08/21/2023 05:00pm","Awarded"
"1784987646-730","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Fiber Optic Network Public-Private Partnership","P24071011003","08/18/2023 02:00pm","Closed"
"1784987646-731","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Water Fund and Wastewater Fund Reviews","P24011201001","08/18/2023 01:00pm","Awarded"
"1784987646-732","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Roseville Road Guardrail Project","B24151131005","08/16/2023 02:00pm","Closed"
"1784987646-733","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landfill Gas Analyzer and Groundwater Sampling Equipment","B24155771001","08/16/2023 02:00pm","Awarded"
"1784987646-734","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","H Street Cycle Track to Sacramento Valley Station","P24151121002","08/16/2023 02:00pm","Closed"
"1784987646-735","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sacramento Children's Fund Strategic Planning Consultant","23191911004","08/11/2023 05:00pm","Awarded"
"1784987646-736","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","2023 Audible Signals","B24151131003","08/09/2023 02:00pm","Awarded"
"1784987646-737","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","North 5th Street Sewer Improvement","B23141311019","08/09/2023 02:00pm","Awarded"
"1784987646-738","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","As Needed Purchase of New Aluminum Sign Blanks","B24151931003","08/08/2023 02:00pm","Closed"
"1784987646-739","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","TYPE ""A"" POLES W/ HANDHOLD COVERS AND POLE CAPS","B24151951002","08/01/2023 02:00pm","Closed"
"1784987646-740","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Window and Pressure Washing Services for Sacramento Public Library Authority","SPLBID1169","07/28/2023 05:00pm","Awarded"
"1784987646-741","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Vision Zero School Safety Project","P23151131030","07/28/2023 02:00pm","Awarded"
"1784987646-742","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Water Efficiency and Conservation Plan","P23141311018","07/26/2023 03:00pm","Closed"
"1784987646-743","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Freightliner Heavy Duty Truck Parts and Repairs_","B24153311001","07/26/2023 02:00pm","Awarded"
"1784987646-744","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Body Repair Services for Light-Duty and Heavy-Duty Vehicles","B24153311002","07/26/2023 02:00pm","Awarded"
"1784987646-745","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","21st Ave Beautification-Ornamental Streetlights","B24151121001","07/26/2023 02:00pm","Closed"
"1784987646-746","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","O'Neil Park Restroom Replacement","B23191121014","07/26/2023 02:00pm","Closed"
"1784987646-747","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Cosumnes River Boulevard Extension Streetscapes Maintenance","B24151681001","07/25/2023 02:00pm","Awarded"
"1784987646-748","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sump 111 Trash Capture Project","P23141311017","07/21/2023 03:00pm","Closed"
"1784987646-749","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Vehicle Washbay Maintenance and Repair","B23153311011","07/19/2023 02:00pm","Awarded"
"1784987646-750","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Freeport Reservoir Pump Replacement & Improvement Project","B23141311015","07/19/2023 02:00pm","Closed"
"1784987646-751","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call General Contracting Services for Park Operation Projects","P23191311001","07/17/2023 02:00pm","Awarded"
"1784987646-752","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Residential Plumber (Leak Free Sacramento)","P23141381512","07/13/2023 05:00pm","Closed"
"1784987646-753","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Language Learning Database for Sacramento Public Library Authority","SPLBID1168","07/12/2023 05:00pm","Awarded"
"1784987646-754","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Robertson Park Restroom Replacement (Rebid)","B23191121013","07/12/2023 02:00pm","Awarded"
"1784987646-755","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Memorial Auditorium Stage Lighting Upgrades","B23171121007","07/12/2023 02:00pm","Awarded"
"1784987646-756","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Power Tools","B23141451529","07/11/2023 05:00pm","Awarded"
"1784987646-757","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Volumetric Concrete Mixed & Delivered","B23141451530","07/11/2023 05:00pm","Closed"
"1784987646-758","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Rubber Products","B23141451527","07/11/2023 05:00pm","Canceled"
"1784987646-759","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Mechanical Parts and Bearings","B23141451526","07/11/2023 05:00pm","Rejected"
"1784987646-760","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Fence Supplies","B23141451525","07/11/2023 05:00pm","Awarded"
"1784987646-761","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Battery Supplies","B23141451524","07/11/2023 05:00pm","Awarded"
"1784987646-762","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Diamond Blades and Compaction Equipment","B23141451523","07/11/2023 05:00pm","Awarded"
"1784987646-763","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Steel Products","B23141451528","07/11/2023 05:00pm","Awarded"
"1784987646-764","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","As-Needed Purchase of Decomposed Granite, Shredded Fir Bark, Soil Blend, and Related Items.","B23151651052","07/06/2023 02:00pm","Awarded"
"1784987646-765","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Loose-Fill Surface Material for Parks (aka: Fall Material)","B23191311008","06/30/2023 02:00pm","Awarded"
"1784987646-766","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Booster Pump Repair, Maintenance, and Replacement in City Parks","B23191311007","06/30/2023 02:00pm","Rejected"
"1784987646-767","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Quicklime","B23141111521","06/28/2023 02:00pm","Closed"
"1784987646-768","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Crystalline Sodium Fluoride","B23141111522","06/28/2023 02:00pm","Closed"
"1784987646-769","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sump 87 Diversion & Silver Eagle Road Rehabilitation Project (Rebid)","B23141311016","06/28/2023 02:00pm","Awarded"
"1784987646-770","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Consultant Services for the Water Forum - Request for Qualifications","Q23804101002","06/26/2023 03:00pm","Awarded"
"1784987646-771","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Expanded Learning Enrichment Providers - School Year 2023/24 and Summer 2024 (Robla School District)","P23191631001","06/23/2023 03:00pm","Closed"
"1784987646-772","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Creative Consultant Services for Education and Outreach Campaigns","Q23155711001","06/23/2023 02:00pm","Awarded"
"1784987646-773","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Workers’ Compensation Medical and Psychological Services for City Employees","P23081371002","06/23/2023 12:00pm","Awarded"
"1784987646-774","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Women and Family Shelter Programs","P23231031001","06/21/2023 05:00pm","Awarded"
"1784987646-775","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Support & Rehousing Services for City’s Motel Program Participants","P23231031002","06/21/2023 05:00pm","Awarded"
"1784987646-776","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","City Emergency and Transitional Sheltering with Support Services and Rehousing Staff","Q23231031003","06/21/2023 03:00pm","Awarded"
"1784987646-777","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","2"" Galvanized Pipe, Threaded, with Coupling, Schedule 40","B23151931001","06/21/2023 02:00pm","Awarded"
"1784987646-778","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Cummins Original Equipment Manufacturer (OEM) Heavy Duty Truck Parts and Repairs_","B23153311012","06/21/2023 02:00pm","Awarded"
"1784987646-779","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","RFQ On-Call Underwater Diving and ROV Service","Q23141322516","06/20/2023 05:00pm","Awarded"
"1784987646-780","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Electric Motor Repair Parts and Service","P23141361517","06/20/2023 05:00pm","Rejected"
"1784987646-781","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Site Non-Potable Water Reuse Strategy, Phase 2","P23141081801","06/16/2023 05:00pm","Awarded"
"1784987646-782","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Drainage & Wastewater Jetting & Rodding Supplies","B23141451514","06/14/2023 02:00pm","Closed"
"1784987646-783","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landscape Services - Sacramento River WTP","B23141111515","06/14/2023 02:00pm","Awarded"
"1784987646-784","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landscape Services - EA Fairbairn WTP","B23141111509","06/08/2023 05:00pm","Awarded"
"1784987646-785","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Cannabis Opportunity Reinvestment and Equity (CORE) Program Verification Services","P23021101002","06/08/2023 05:00pm","Rejected"
"1784987646-786","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landscape Services - Combined Wastewater TP","B23141121511","06/08/2023 02:00pm","Awarded"
"1784987646-787","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Stockton Blvd at 12th Street Pedestrian Signal","B23151131029","06/07/2023 02:00pm","Awarded"
"1784987646-788","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Rental of Self-Propelled Asphalt Paver","B23151631051","06/06/2023 02:00pm","Awarded"
"1784987646-789","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Portfolio Management Services for Redevelopment Agency Successor Agency (RASA)","P23021431001","06/06/2023 12:00pm","Closed"
"1784987646-790","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Pioneer Chemical Tank Replacement","B23141161519","06/01/2023 05:00pm","Awarded"
"1784987646-791","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Masonry Wall Repair Services","B23151681050","05/31/2023 02:00pm","Awarded"
"1784987646-792","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Pool Maintenance and Repair Services","Q23191521001","05/31/2023 02:00pm","Awarded"
"1784987646-793","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Contractor Services for Traffic Signal & Street Light Maintenance","Q23151131028","05/26/2023 04:00pm","Awarded"
"1784987646-794","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Workers’ Compensation Sub-Rosa Investigation Services","P23081371001","05/26/2023 03:00pm","Awarded"
"1784987646-795","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Laboratory & Groundwater Analysis","P23141371513","05/23/2023 05:00pm","Awarded"
"1784987646-796","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","As-Needed Equipment Rental","B23151631049","05/23/2023 02:00pm","Awarded"
"1784987646-797","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Street Sweeping Services","B23151631048","05/23/2023 02:00pm","Awarded"
"1784987646-798","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Street Design Standards Amendment","P23151131027","05/23/2023 02:00pm","Closed"
"1784987646-799","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","MLK LIBRARY REMODEL","P23014541001","05/23/2023 02:00pm","Awarded"
"1784987646-800","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Hearing Examiners for Parking Citation Hearings","P23061221001","05/22/2023 03:00pm","Closed"
"1784987646-801","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Non-industrial Medical Services for City Employees and Job Applicants","P23081361007","05/19/2023 12:00pm","Awarded"
"1784987646-802","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Psychological Services for City Employees and Job Applicants","P23081351008","05/19/2023 12:00pm","Awarded"
"1784987646-803","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landfill and Waste Disposal Services","B23151631047","05/18/2023 02:00pm","Awarded"
"1784987646-804","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Arden-Expo Streetscapes Maintenance","B23151681045","05/18/2023 02:00pm","Awarded"
"1784987646-805","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Parkridge Streetscapes Maintenance","B23151681046","05/18/2023 02:00pm","Awarded"
"1784987646-806","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Specialty Weed Control in City Parks","B23191311006","05/18/2023 02:00pm","Awarded"
"1784987646-807","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Pond Maintenance and Testing in City Parks","B23191311005","05/18/2023 02:00pm","Rejected"
"1784987646-808","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","New MiTM Towable Hot Water Pressure Washer","B23153311010","05/17/2023 02:00pm","Closed"
"1784987646-809","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Herbicide Application Services of City-Owned Vacant Lots","B23151681043","05/16/2023 02:00pm","Awarded"
"1784987646-810","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Maintenance of City-Owned Vacant Lots","B23151681044","05/16/2023 02:00pm","Awarded"
"1784987646-811","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","ROBERTSON COMMUNITY CENTER SOUTH PARKING LOT RESURFACING UPGRADES","B23014541001","05/16/2023 02:00pm","Awarded"
"1784987646-812","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Two Rivers Trail Phase III","P23151131026","05/16/2023 02:00pm","Awarded"
"1784987646-813","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Broadway Complete Streets","B23151131025","05/10/2023 02:00pm","Awarded"
"1784987646-814","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Matsui Park Hanami Line","B23191121012","05/10/2023 02:00pm","Awarded"
"1784987646-815","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","City Hall Complex Streetscapes Maintenance","B23151681041","05/09/2023 02:00pm","Awarded"
"1784987646-816","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Masonry Wall Repair Services","B23151681042","05/09/2023 02:00pm","Closed"
"1784987646-817","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","River District Specific Plan","P232100122201","05/08/2023 05:00pm","Awarded"
"1784987646-818","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Mobile Fleet Washing Services","B23153311009","05/03/2023 02:00pm","Awarded"
"1784987646-819","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","NORTHWOOD SCHOOL ACCESS IMPROVEMENTS","P23151131024","05/03/2023 02:00pm","Closed"
"1784987646-820","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Library Branding for Sacramento Public Library Authority","SPLBID1167","04/28/2023 05:00pm","Awarded"
"1784987646-821","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Nurse Case Management (NCM), Utilization Review (UR), Peer Review (PR), Medical Bill Review (MBR), and Pharmaceutical Benefit Management (PBM) Services","P23081371008","04/28/2023 03:00pm","Awarded"
"1784987646-822","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Abatement of Feral Pigeons","B23153311008","04/26/2023 02:00pm","Awarded"
"1784987646-823","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Ninos Parkway Phase 2-Traffic Signal Poles","B23151131023","04/25/2023 03:00pm","Closed"
"1784987646-824","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Ninos Parkway Phase 2-Signal Intersection Hardware","B23151131022","04/25/2023 03:00pm","Closed"
"1784987646-825","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","K71’s Bright Green with White 3M High Intensity Film","B23151931040","04/25/2023 02:00pm","Closed"
"1784987646-826","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Hazardous Waste Management","P23081361007","04/24/2023 03:00pm","Awarded"
"1784987646-827","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","CM Services for Northwood School Access Improvements Project","P23151131024","04/19/2023 02:00pm","Closed"
"1784987646-828","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Tax-Exempt Equipment Lease-Financing - Request for Qualifications","Q23051011002","04/17/2023 04:00pm","Awarded"
"1784987646-829","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Trustee Services - Request for Qualifications","Q23051011001","04/17/2023 04:00pm","Closed"
"1784987646-830","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Loose-Fill Surface Material for Parks (aka: Fall Material)","B23191311004","04/14/2023 02:00pm","Rejected"
"1784987646-831","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Weed Abatement Services in City Parks and Open Spaces","B23191311003_","04/14/2023 02:00pm","Awarded"
"1784987646-832","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","HSIP Florin Road Signal & Safety Improvements Project","B23151131021","04/12/2023 02:00pm","Closed"
"1784987646-833","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Workers’ Compensation and Non-industrial Medical and Psychological Services for City Employees and Job Applicants","P23081361006","04/07/2023 03:00pm","Rejected"
"1784987646-834","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Official City Newspaper Advertising for Fiscal Year 2023/24","B23061521006","04/06/2023 03:00pm","Awarded"
"1784987646-835","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Robla Park Shade Canopies","B23191121011","04/06/2023 02:00pm","Awarded"
"1784987646-836","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","South Sacramento Parkway Trail","B23151131020","04/05/2023 02:00pm","Closed"
"1784987646-837","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sump 87 Diversion & Silver Eagle Road Rehabilitation Project","B23141311013","04/05/2023 02:00pm","Closed"
"1784987646-838","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Truxel Bridge Concept and Feasibility Study","P23151921019","04/03/2023 04:00pm","Closed"
"1784987646-839","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Cannabis Opportunity Reinvestment and Equity (CORE) Program Verification Services","P23021101001","03/30/2023 05:00pm","Rejected"
"1784987646-840","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","East Portal Park Restroom Renovaton","B23191121010","03/30/2023 02:00pm","Canceled"
"1784987646-841","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Treasury Accounting and Software Management System","P23051011001","03/24/2023 05:00pm","Rejected"
"1784987646-842","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Rubber Sealant Products and Tools","B23151631039","03/23/2023 02:00pm","Closed"
"1784987646-843","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Robertson Park Restroom Replacement","B23191121009","03/23/2023 02:00pm","Closed"
"1784987646-844","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Original Equipment Manufacturer (OEM) Parts and Repairs for Light Duty Vehicles","B23153311007","03/22/2023 02:00pm","Closed"
"1784987646-845","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Lease of Johnston Community Center","P23191641001","03/22/2023 02:00pm","Closed"
"1784987646-846","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Dust off Spraying for Alleys","B23151631038","03/21/2023 02:00pm","Awarded"
"1784987646-847","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Contractor Services for Groundwater Well Rehab & Abandonments","Q23141311011","03/16/2023 03:00pm","Awarded"
"1784987646-848","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Bike Racks Vendors","P23151921018","03/15/2023 04:00pm","Closed"
